job_id,job_title,company,location,source,employment_type,role_group,salary,description,requirements,skills_text,posted_date,url
JD063,Master Data Intern (Xử Lý Data Team Kế Toán),CÔNG TY CỔ PHẦN THỊNH THẾ VINH HOA,Hồ Chí Minh,TopCV,Internship,Data Analyst / BI,3 - 3.3 triệu,"Hỗ trợ xử lý master data cho team kế toán, kiểm tra và chuẩn hóa dữ liệu.","Phù hợp ứng viên cẩn thận, biết Excel và quan tâm data operation.",master data; Excel; data cleaning; accounting data; data operation,,https://www.topcv.vn/viec-lam/master-data-intern-xu-ly-data-team-ke-toan/2013774.html
JD064,Master Data Intern (Ngành Dược),CÔNG TY TNHH BUYMED,Hồ Chí Minh,TopCV,Internship,Data Analyst / BI,Tới 3 triệu,"Hỗ trợ nhập, kiểm tra và chuẩn hóa master data trong lĩnh vực dược.","Không yêu cầu kinh nghiệm; phù hợp ứng viên cẩn thận, muốn làm việc với dữ liệu vận hành.",master data; data cleaning; Excel; pharmaceutical data; operation,,https://www.topcv.vn/viec-lam/master-data-intern-nganh-duoc/441952.html
JD065,Sourcing & Data Analyst Intern,Công ty TNHH Jollibee Việt Nam,Hồ Chí Minh,TopCV,Internship,Data Analyst / BI,Thoả thuận,"Hỗ trợ sourcing và phân tích dữ liệu tuyển dụng/nhân sự, theo dõi báo cáo.","Sinh viên đại học trở lên, phù hợp ứng viên quan tâm data analyst trong HR/sourcing.",sourcing; data analyst; Excel; reporting; HR data,,https://www.topcv.vn/viec-lam/sourcing-data-analyst-intern/2122460.html
JD066,Senior/Lead Data Engineer (AWS/Databricks),ITviec Recruitment Consulting,"Hồ Chí Minh, Hà Nội",ITviec,Full-time,Data Engineer,Sign in to view salary,Thiết kế và vận hành nền tảng dữ liệu/cloud data stack.,"Yêu cầu kinh nghiệm Data Engineer, cloud, Databricks và tiếng Anh.",Data Engineer; Databricks; Terraform; Cloud; AWS; English,,https://itviec.com/it-jobs/data-engineer
JD067,"Data Engineer - Python, Data Processing & Acquisition",Serdao,Hồ Chí Minh,ITviec,Full-time,Data Engineer,Sign in to view salary,"Xử lý và thu thập dữ liệu bằng Python, JSON, pandas và SQL.","Yêu cầu kinh nghiệm xử lý dữ liệu, Python và SQL.",Data Engineer; JSON; Pandas; SQL; Python,,https://itviec.com/it-jobs/data-engineer
JD068,"Senior Data Engineer (Data Engineer, API, Kafka, ETL)",SSI Securities Corporation,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,"Xây dựng pipeline dữ liệu, tích hợp API, Kafka và ETL.","Yêu cầu kinh nghiệm data warehousing, data modeling và ETL.",Data Warehousing; Data modeling; API; Kafka; ETL; Data Engineer,,https://itviec.com/it-jobs/data-engineer
JD069,Data Engineer - 13T - UPTO 2000$,Viettel Post,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,"Làm việc với dữ liệu, Java/SQL và hệ thống xử lý dữ liệu.","Yêu cầu nền tảng Data Engineer, SQL và Java.",Data Engineer; Java; SQL,,https://itviec.com/it-jobs/data-engineer
JD070,"TMO - Data Engineer Manager (SQL, Python, Spark, Kafka)",Ngân Hàng Á Châu | ACB,Hồ Chí Minh,ITviec,Full-time,Data Engineer,Sign in to view salary,"Quản lý/triển khai hệ thống dữ liệu với SQL, Python, Spark và Kafka.","Yêu cầu kinh nghiệm data engineering, cloud và distributed processing.",Data Engineer; Python; Google Cloud; SQL; Kafka; Spark,,https://itviec.com/it-jobs/data-engineer
JD071,"Senior Data Engineer (AI, English)",HRS Group,Hồ Chí Minh,ITviec,Full-time,Data Engineer,Sign in to view salary,Xây dựng hệ thống dữ liệu phục vụ AI và data warehousing.,"Yêu cầu Data modeling, SQL, Data Warehouse và tiếng Anh.",Data Engineer; Data modeling; SQL; Data Warehousing; AI; English,,https://itviec.com/it-jobs/data-engineer
JD072,Data Engineer (AI/Python/SQL/ETL/English) up to $3000,Sun Group,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,Xây dựng pipeline dữ liệu và hệ thống AI/data platform.,"Yêu cầu Python, SQL, ETL và tiếng Anh.",Data Engineer; Big Data; AI; SQL; ETL; Python,,https://itviec.com/it-jobs/data-engineer
JD073,"Data Engineer (ETL, SQL, Python, Power BI, Tableau)",CÔNG TY CỔ PHẦN NHỰA TÁI CHẾ DUY TÂN,"Tây Ninh, Hồ Chí Minh",ITviec,Full-time,Data Engineer,Sign in to view salary,"Xử lý dữ liệu, ETL và xây dựng báo cáo BI.","Yêu cầu SQL, Python, Power BI/Tableau và ETL.",Data Engineer; Tableau; Power BI; ETL; Python; SQL,,https://itviec.com/it-jobs/data-engineer
JD074,Senior Data Engineer (Có signing bonus),Amigo,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,"Làm việc với Big Data, BI và data warehouse.",Yêu cầu kinh nghiệm Data Engineer và data analysis.,Data Engineer; Git; Big Data; Business Intelligence; Data Warehousing; Data Analysis,,https://itviec.com/it-jobs/data-engineer
JD075,Senior Data Engineer,Trustify Technology,Hồ Chí Minh,ITviec,Full-time,Data Engineer,Sign in to view salary,"Xây dựng nền tảng dữ liệu với Spark, SQL, Python và Snowflake.",Yêu cầu kinh nghiệm Data Engineer và tiếng Anh.,Data Engineer; English; Spark; SQL; Python; Snowflake,,https://itviec.com/it-jobs/data-engineer
JD076,"Chuyên viên Data Engineer (Python, SQL)",Global Glory,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,"Xử lý dữ liệu bằng Python, SQL và công nghệ cloud.","Yêu cầu kinh nghiệm Data Engineer, SQL/Python.",Data Engineer; Cloud; SQL; Python,,https://itviec.com/it-jobs/data-engineer
JD077,"Senior Data Engineer (Azure, dbt, Microsoft Fabric)",HUENX VIETNAM,Hồ Chí Minh,ITviec,Full-time,Data Engineer,Sign in to view salary,"Phát triển data platform với Azure, dbt, SQL và ETL.",Yêu cầu kinh nghiệm data engineering và cloud data stack.,Data Engineer; AI; SQL; ETL; DBT; Azure,,https://itviec.com/it-jobs/data-engineer
JD078,Remote Data Engineer - AI Data Platform Japan (Python),"SalesNow Co., Ltd.","Hà Nội, Đà Nẵng, Hồ Chí Minh",ITviec,Full-time,Data Engineer,Sign in to view salary,"Xây dựng nền tảng dữ liệu AI từ xa, xử lý dữ liệu bằng Python/AWS/SQL.","Yêu cầu Python, SQL, AWS và data engineering.",Python; Data Engineer; AI; AWS; SQL; JSON,,https://itviec.com/it-jobs/data-engineer
JD079,"Senior Data Engineer (Python, SQL)",Công ty TNHH Stravo Vietnam,Hồ Chí Minh,ITviec,Full-time,Data Engineer,Sign in to view salary,"Xây dựng pipeline ELT và workflow dữ liệu bằng Airflow, Python, SQL.","Yêu cầu kinh nghiệm ELT, Airflow, Python và SQL.",Data Engineer; ELT; Apache Airflow; Python; SQL,,https://itviec.com/it-jobs/data-engineer
JD080,"Data Engineer (Data Warehouse, Python/Java, SQL)",SHS | Chứng khoán Sài Gòn - Hà Nội,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,Xây dựng data warehouse và xử lý dữ liệu bằng Python/Java/SQL.,"Yêu cầu data warehousing, ELT và lập trình dữ liệu.",Data Engineer; Data Warehousing; ELT; Java; Python; SQL,,https://itviec.com/it-jobs/data-engineer
JD081,Data Engineer - Data Division,MB Bank,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,"Làm việc trong Data Division, hỗ trợ BI, Cloud và data platform.","Yêu cầu Power BI/Tableau, BI, Cloud, Oracle là lợi thế.",Data Engineer; Power BI; Tableau; Business Intelligence; Cloud; Oracle,,https://itviec.com/it-jobs/data-engineer
JD082,Data Engineer - VIC,Viettel Group,Hà Nội,ITviec,Full-time,Data Engineer,Sign in to view salary,"Xây dựng hệ thống Big Data với Hadoop, Spark và SQL.",Yêu cầu kinh nghiệm Data Engineer/Big Data.,Data Engineer; Hadoop; Spark; SQL; Big Data,,https://itviec.com/it-jobs/data-engineer
JD083,Senior Data Analyst,NAB Innovation Centre Vietnam,Hồ Chí Minh,ITviec,Full-time,Data Analyst / BI,Sign in to view salary,"Phân tích dữ liệu, khai thác Big Data và xây dựng báo cáo bằng SQL/Python/Power BI.","Yêu cầu kinh nghiệm Data Analysis, SQL, Pandas, Python, Power BI.",Data Analysis; Big Data; SQL; Pandas; Python; Power BI,,https://itviec.com/it-jobs/data-analysis
JD084,Business Analyst – Fulfillment,VietFul,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ fulfillment, làm việc với Scrum/ERP/User story và dữ liệu.","Yêu cầu Business Analysis, Scrum, ERP và kỹ năng viết user story.",Business Analysis; Scrum; Data Analysis; ERP; User story; AI,,https://itviec.com/it-jobs/business-analyst-fulfillment-vietful-4451
JD085,"Power BI (Business Intelligence, SQL, Python, BA)",IONAH,Hà Nội,ITviec,Full-time,Data Analyst / BI,Sign in to view salary,"Xây dựng báo cáo BI, mô hình dữ liệu và dashboard bằng Power BI/SQL/Python.","Yêu cầu Power BI, SQL, Python, data modeling và business analysis.",Power BI; Business Analysis; Data modeling; Python; SQL; Business Intelligence,,https://itviec.com/it-jobs/data-analysis
JD086,"Data Analyst (SQL, Python)",CÔNG TY CỔ PHẦN NỘI THẤT VÀ XÂY DỰNG SAO MỘC VƯƠNG,Hà Nội,ITviec,Full-time,Data Analyst / BI,Sign in to view salary,"Phân tích dữ liệu, xây dựng báo cáo với SQL, Python và Power BI.","Yêu cầu Data Analysis, Data Warehouse, Power BI, Python, SQL.",Data Analysis; Data Warehousing; Power BI; Python; SQL,,https://itviec.com/it-jobs/data-analysis
JD087,"Middle Data Analyst (SQL, Power BI, English)",MeU Solutions,Hồ Chí Minh,ITviec,Full-time,Data Analyst / BI,Sign in to view salary,"Phân tích dữ liệu bằng SQL/Power BI, làm việc với data modeling và tiếng Anh.","Yêu cầu SQL, Python, Power BI, data modeling và English.",Data Analysis; Python; Data modeling; English; SQL; Power BI,,https://itviec.com/it-jobs/middle-data-analyst-sql-power-bi-english-meu-solutions-5423
JD088,Business Analyst (IT),The One Digi Corp,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ IT, làm việc với Agile, Trello/Jira và stakeholder.","Yêu cầu Business Analysis, English, Agile, Trello, Jira.",Business Analysis; English; Agile; Trello; Jira,,https://itviec.com/it-jobs/business-analysis
JD089,Senior Business Analyst (Biz focus),NAB Innovation Centre Vietnam,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ định hướng business, làm việc trong môi trường sản phẩm lớn.","Yêu cầu Business Analysis, Agile và English.",Business Analysis; Agile; English,,https://itviec.com/it-jobs/business-analysis/ho-chi-minh-hcm
JD090,Business Analyst (Customer Care Center),Phu Hung Securities (PHS),Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ CRM/customer care, automation test và UI/UX.","Yêu cầu BA, CRM, test, UI/UX và project management.",Business Analysis; CRM; Automation Test; UI-UX; AI; Project Management,,https://itviec.com/it-jobs/business-analysis/ho-chi-minh-hcm
JD091,"Business Analyst (Scrum, Jira, Figma, SQL)",Viet Capital Asset Management,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ, quản lý yêu cầu và thiết kế với Scrum/Jira/Figma/SQL.","Yêu cầu Project Management, BA, Scrum, SQL và design thinking.",Project Management; Business Analysis; Scrum; SQL; Design; Agile,,https://itviec.com/it-jobs/business-analysis/ho-chi-minh-hcm
JD092,Business Analyst (Accounting Domain),CÔNG TY CỔ PHẦN CÔNG NGHỆ DỮ LIỆU GENTECH,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ kế toán/ERP, làm việc với dữ liệu và SQL.","Yêu cầu Business Analysis, ERP, Data Analysis, SQL, Agile.",Business Analysis; ERP; Data Analysis; SQL; Agile,,https://itviec.com/it-jobs/data-analysis/ho-chi-minh-hcm
JD093,Internship Product Owner (Web3),Công ty TNHH SR GROUP,Hồ Chí Minh,ITviec,Internship,Business Analyst,Sign in to view salary,"Hỗ trợ product owner, phân tích flow người dùng và yêu cầu sản phẩm Web3.","Yêu cầu Product Owner, database, business analysis, user flows.",Product Owner; Blockchain; Cryptography; Database; Business Analysis; User flows,,https://itviec.com/it-jobs/business-analysis/ho-chi-minh-hcm
JD094,Technical Business Analyst,Hitachi Digital Services,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ kỹ thuật, làm việc với Scrum/Agile và team phát triển.","Yêu cầu English, Scrum, Business Analysis, Agile.",English; Scrum; Business Analysis; Agile,,https://itviec.com/it-jobs/business-analysis/ho-chi-minh-hcm
JD095,Business Analyst,TPS Software,Hồ Chí Minh,ITviec,Full-time,Business Analyst,Sign in to view salary,"Phân tích nghiệp vụ, viết yêu cầu và phối hợp với product owner/development team.","Yêu cầu Business Analysis, Scrum, Agile, Product Owner.",Business Analysis; Scrum; Agile; Product Owner,,https://itviec.com/it-jobs/business-analysis/ho-chi-minh-hcm
JD096,Home Racer - Data Analyst,Home Credit Vietnam,Hồ Chí Minh,ITviec,Fresher,Data Analyst / BI,Sign in to view salary,Phân tích dữ liệu và hỗ trợ ra quyết định kinh doanh trong chương trình Home Racer.,"Yêu cầu Data Analysis, Python, Data Science, Data Engineer, SQL.",Data Analysis; Python; Data Science; Data Engineer; SQL,,https://itviec.com/it-jobs/home-racer-data-analyst-home-credit-vietnam-4232
JD097,Data Scientist (Machine Learning Ops Track - Virtual),"Ocean Network Express (Vietnam) Co., Ltd.",Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Làm việc với data science, MLOps, CI/CD và DevOps trong môi trường quốc tế.","Yêu cầu Data Science, Python, MLOps, CI/CD và DevOps.",Data Science; CI/CD; DevOps; Python; MLOps,,https://itviec.com/viec-lam-it/data-scientist
JD098,Data scientist,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Phân tích dữ liệu và xây dựng giải pháp AI/Data với database, Power BI, Azure, SQL, Python.","Yêu cầu Database, Power BI, Azure, SQL, Data Analysis, Python.",Database; Power BI; Azure; SQL; Data Analysis; Python,,https://itviec.com/viec-lam-it/data-scientist
JD099,AI Engineer (Định hướng Data Scientist),KALAPA,Hà Nội,ITviec,Full-time,AI / ML,Sign in to view salary,Phát triển mô hình AI/Data Scientist định hướng ứng dụng.,"Yêu cầu Data Science, AI, Python, Machine Learning.",Data Science; AI; Python; Machine Learning,,https://itviec.com/viec-lam-it/data-scientist
JD100,"AI Engineer (ML, LLM)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,Xây dựng giải pháp AI/ML/LLM cho sản phẩm tài chính.,"Yêu cầu AI, Machine Learning, Database, LLM, Prompt Engineering, Python.",AI; Machine Learning; Database; LLM; Prompt Engineering; Python,,https://itviec.com/it-jobs/ai-engineer
JD101,Middle AI Engineer (Machine learning),Smartbit Technology,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Phát triển ứng dụng AI/Generative AI, làm việc với NoSQL và data engineering.","Yêu cầu LLM, Data Engineer, NoSQL, Generative AI, Machine Learning.",LLM; Data Engineer; NoSQL; Generative AI; AI; Machine Learning,,https://itviec.com/it-jobs/ai-engineer
JD102,Middle AI Engineer (RAG/LLM/Computer Vision),Công ty Cổ phần Công nghệ DP Unity,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,Phát triển hệ thống RAG/LLM/Computer Vision và tích hợp ứng dụng AI.,"Yêu cầu AI, Computer Vision, JSON, Git, Docker, Python.",AI; Computer Vision; JSON; Git; Docker; Python,,https://itviec.com/it-jobs/ai-engineer
JD103,AI/ML Engineer,Ahamove,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,Xây dựng và triển khai mô hình AI/ML trong hệ thống sản phẩm vận hành.,"Yêu cầu Python, Docker, Redis, PostgreSQL, SQL, Kafka.",Python; Docker; Redis; PostgreSQL; SQL; Kafka,,https://itviec.com/it-jobs/ai-engineer
JD104,AI Engineer Intern,8Seneca,Hà Nội,ITviec,Internship,AI / ML,Sign in to view salary,"Hỗ trợ phát triển ứng dụng AI, Computer Vision và LLM.","Yêu cầu English, Python, FastAPI, AI, Computer Vision, LLM.",English; Python; FastAPI; AI; Computer Vision; LLM,,https://itviec.com/it-jobs/ai-engineer
JD105,Senior AI Engineer (GenAI / RAG / Multi-Agent | AWS),Sun Life Vietnam Insurance Company Limited,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,Phát triển giải pháp GenAI/RAG/Multi-Agent trên AWS.,"Yêu cầu Python, AWS, NLP, LLM, Generative AI, Machine Learning.",Python; AWS; NLP; LLM; Generative AI; Machine Learning,,https://itviec.com/it-jobs/ai-engineer
JD106,AI Engineer,Trustify Technology,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Phát triển mô hình AI/GenAI với TensorFlow, PyTorch và Python.","Yêu cầu Generative AI, LLM, TensorFlow, PyTorch, Python, English.",Generative AI; LLM; TensorFlow; PyTorch; Python; English,,https://itviec.com/it-jobs/ai-engineer
JD107,AI Engineer (Agentic Systems & Backend),Smilegate Vietnam,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Phát triển hệ thống AI agentic/backend sử dụng NLP, LLM và Python/Java.","Yêu cầu Generative AI, NLP, Machine Learning, LLM, Java, Python.",Generative AI; NLP; Machine Learning; LLM; Java; Python,,https://itviec.com/it-jobs/machine-learning/ho-chi-minh-hcm
JD108,Analysis Platform MLOps,ITviec Recruitment Consulting,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Làm việc với nền tảng MLOps, Databricks, DevOps và Data Science.","Yêu cầu English, AI, Databricks, DevOps, Machine Learning, Data Science.",English; AI; Databricks; DevOps; Machine Learning; Data Science,,https://itviec.com/it-jobs/machine-learning/ho-chi-minh-hcm
JD109,Middle AI Engineer (Inference Engineering),Autonomous,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,Tối ưu inference cho mô hình machine learning/deep learning.,"Yêu cầu C++, Machine Learning, Deep Learning, Python, TensorFlow, PyTorch.",C++; Machine Learning; Deep Learning; Python; TensorFlow; PyTorch,,https://itviec.com/it-jobs/machine-learning/ho-chi-minh-hcm
JD110,"Junior AI Engineer - LLM (Python, Machine Learning)",TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,Hồ Chí Minh,ITviec,Fresher,AI / ML,Sign in to view salary,Phát triển ứng dụng AI/LLM bằng Python và machine learning.,"Yêu cầu AI, Machine Learning, Database, Python, LLM, Data Science.",AI; Machine Learning; Database; Python; LLM; Data Science,,https://itviec.com/it-jobs/machine-learning
JD111,Applied AI / Machine Learning Engineer,Công ty TNHH Peregrine Management Việt Nam,"Hà Nội, Hồ Chí Minh, Đà Nẵng",ITviec,Full-time,AI / ML,Sign in to view salary,"Phát triển giải pháp AI/ML ứng dụng, làm việc với LLM, SQL và Python.","Yêu cầu AI, LLM, SQL, Python, Machine Learning.",AI; LLM; SQL; Python; Machine Learning,,https://itviec.com/it-jobs/senior-machine-learning-engineer-ai-ml-dai-ichi-life-viet-nam-3304
JD112,"Senior AI Engineer (Python, for Game Development)",Gameloft,Hồ Chí Minh,ITviec,Full-time,AI / ML,Sign in to view salary,"Ứng dụng AI trong game development, làm việc với Python, LLM, TensorFlow, PyTorch.","Yêu cầu Python, LLM, TensorFlow, PyTorch, Games, AI.",Python; LLM; TensorFlow; PyTorch; Games; AI,,https://itviec.com/it-jobs/ai/ho-chi-minh-hcm
JD113,Senior AI Research Engineer – Speech AI,VinSmart Future,"Hồ Chí Minh, Hà Nội",ITviec,Full-time,AI / ML,Sign in to view salary,"Nghiên cứu AI giọng nói, deep learning và NLP.","Yêu cầu Deep Learning, NLP và AI Research.",Deep Learning; NLP; Speech AI; AI Research,,https://itviec.com/it-jobs/ai/ho-chi-minh-hcm
